map00780,R01074,ec:6.2.1.11
map00780,R01074,ec:6.3.4.10
map00780,R01074,ec:6.3.4.11
map00780,R01074,ec:6.3.4.15
map00780,R01074,ec:6.3.4.9
map00780,R01077,ec:3.5.1.12
map00780,R01078,ec:2.8.1.6
map00780,R03182,ec:6.3.3.3
map00780,R03209,ec:6.2.1.14
map00780,R03210,ec:2.3.1.47
map00780,R03231,ec:2.6.1.62
map00780,R03762,ec:6.2.1.11
map00780,R05145,ec:6.3.4.10
map00780,R05145,ec:6.3.4.11
map00780,R05145,ec:6.3.4.15
map00780,R05145,ec:6.3.4.9
map00780,R09543,ec:2.1.1.197
map00780,R09725,ec:3.1.1.85
map00780,R10115,ec:2.3.1.179
map00780,R10115,ec:2.3.1.41
map00780,R10116,ec:1.1.1.100
map00780,R10117,ec:4.2.1.59
map00780,R10118,ec:1.3.1.10
map00780,R10119,ec:2.3.1.179
map00780,R10119,ec:2.3.1.41
map00780,R10120,ec:1.1.1.100
map00780,R10121,ec:4.2.1.59
map00780,R10122,ec:1.3.1.10
map00780,R10123,ec:1.14.14.46
map00780,R10124,ec:2.3.1.47
map00780,R10699,ec:2.6.1.105
map00350,R00031,ec:1.10.3.1
map00350,R00031,ec:1.14.18.1
map00350,R00042,ec:1.2.3.13
map00350,R00045,ec:1.10.3.1
map00350,R00045,ec:1.14.18.1
map00350,R00713,ec:1.2.1.16
map00350,R00713,ec:1.2.1.24
map00350,R00714,ec:1.2.1.16
map00350,R00714,ec:1.2.1.79
map00350,R00728,ec:4.1.99.2
map00350,R00729,ec:1.4.3.2
map00350,R00731,ec:1.14.18.1
map00350,R00734,ec:2.6.1.1
map00350,R00734,ec:2.6.1.5
map00350,R00734,ec:2.6.1.57
map00350,R00734,ec:2.6.1.9
map00350,R00736,ec:4.1.1.25
map00350,R00736,ec:4.1.1.28
map00350,R00737,ec:4.3.1.23
map00350,R00737,ec:4.3.1.25
map00350,R00739,ec:5.4.3.6
map00350,R01085,ec:3.7.1.20
map00350,R01085,ec:3.7.1.5
map00350,R01364,ec:3.7.1.2
map00350,R01647,ec:4.1.2.52
map00350,R01815,ec:1.14.16.2
map00350,R02075,ec:1.13.11.29
map00350,R02076,ec:1.13.11.30
map00350,R02077,ec:2.6.1.49
map00350,R02078,ec:1.10.3.1
map00350,R02078,ec:1.14.18.1
map00350,R02080,ec:4.1.1.25
map00350,R02080,ec:4.1.1.28
map00350,R02382,ec:1.4.3.21
map00350,R02382,ec:1.4.3.4
map00350,R02382,ec:1.4.9.2
map00350,R02384,ec:2.1.1.27
map00350,R02489,ec:4.1.1.62
map00350,R02514,ec:1.14.13.18
map00350,R02516,ec:1.14.13.18
map00350,R02519,ec:1.13.11.5
map00350,R02521,ec:1.13.11.27
map00350,R02532,ec:1.4.3.4
map00350,R02533,ec:2.1.1.28
map00350,R02534,ec:2.1.1.6
map00350,R02535,ec:1.14.17.1
map00350,R02655,ec:1.2.1.29
map00350,R02656,ec:1.13.11.4
map00350,R02657,ec:1.2.3.1
map00350,R02695,ec:1.2.1.29
map00350,R02695,ec:1.2.1.5
map00350,R02695,ec:1.2.1.53
map00350,R02697,ec:1.2.1.5
map00350,R02698,ec:1.14.14.9
map00350,R02919,ec:1.4.3.4
map00350,R02920,ec:2.1.1.6
map00350,R03181,ec:5.2.1.2
map00350,R03208,ec:1.11.1.8
map00350,R03299,ec:1.14.14.9
map00350,R03300,ec:1.2.1.29
map00350,R03300,ec:1.2.1.5
map00350,R03302,ec:1.2.1.5
map00350,R03303,ec:1.13.11.15
map00350,R03304,ec:2.1.1.6
map00350,R03306,ec:1.14.12.9
map00350,R03337,ec:1.1.1.110
map00350,R03337,ec:1.1.1.237
map00350,R03339,ec:1.1.1.237
map00350,R03341,ec:4.1.1.80
map00350,R03342,ec:5.3.2.1
map00350,R03373,ec:1.1.1.237
map00350,R03374,ec:2.3.1.140
map00350,R03539,ec:1.11.1.8
map00350,R03673,ec:5.3.3.12
map00350,R03868,ec:5.2.1.2
map00350,R03868,ec:5.2.1.4
map00350,R03953,ec:1.11.1.8
map00350,R03973,ec:1.11.1.8
map00350,R04300,ec:1.4.3.21
map00350,R04300,ec:1.4.3.4
map00350,R04300,ec:1.4.9.2
map00350,R04301,ec:2.1.1.6
map00350,R04304,ec:1.1.1.90
map00350,R04379,ec:5.3.3.10
